ID,Gene Symbol
16771053,LINC00934
17052100,
16980352,SMAD1-AS2
17093377,DCAF12
16949286,
16876210,KIR3DS1; KIR2DL4; KIR3DL3; KIR3DL1
16815035,E4F1
17013878,
17114728,MAGEC2
16813038,MFGE8
17097510,
17085498,MIR4477B
17004788,
17107066,
16855138,DYM
16853667,
16750673,CCDC65
16721996,
17076481,RNF5P1
16918240,HM13-AS1
17125204,
17108617,IL9R; WASH6P
17008472,LINC01276
16855634,LOC105372158
16913305,AAR2
16665207,LOC105378745
16834124,KRTAP4-7
16794437,
16686187,LOC101929592
16836767,
17052323,NDUFB2
17066330,LZTS1-AS1
16737424,LOC103312105
17073358,
16961162,SLITRK3
16698312,PLEKHA6
17060446,MIR106B
16923082,
16748823,
16690553,MYBPHL
16982744,
16733288,ST3GAL4
16943719,TRAT1
16892905,
16920759,
16867989,CLEC4G
16920864,LOC105372697
17123610,
17122786,
16798755,ULK4P1; ULK4P2
17126200,
16767875,LOC105369854
17086350,
16888989,LOC105373813
16858835,CCDC130
16782052,TRAJ36
16775683,LINC00377
16880696,
17118158,
16796229,IFI27L2
16755269,METAP2
17104977,
16920022,
16996670,HTR1A
17004089,
16924101,TEKT4P2
16942042,PDE12
16988801,SLC12A2
16917133,LAMP5-AS1
17014004,CLDN20
17083546,
16668919,MAGI3
16688162,
16701951,
17027064,
16883546,
16900170,IGKV1-37
16939755,ZNF662; KRBOX1
17117592,LOC100128840
17077023,PXDNL
16844644,KRT33A
16992446,RPL26L1
16911797,SCP2D1
16675952,PTPRVP
16799637,RAD51
16815194,FLJ42627
17123544,
17123196,
16675539,LHX9
16769202,
17051052,
16734826,
16917247,
16935487,
16746520,LOC101929384
16984634,LOC105378960
16870522,SUGP2
17124236,
16828994,LOC101928614
16950797,TAMM41
17005632,BTN2A2
17003193,MXD3
16884505,CHCHD5
17006087,HLA-F
17008394,LOC105375052
16685983,
16821256,ATMIN
16996843,
16780914,LOC105370359
17069045,TGS1
16735921,
16896961,THADA
16953679,NCKIPSD
17053697,LOC644090
17118876,
17123442,
16980284,HHIP-AS1
17107548,
17118146,
16712652,
16682691,AKR7A2
16975480,LINC00682
16667140,RPAP2
17107816,FATE1
17105181,
17060026,SHFM1
16854780,LOC105372075; LOC105372076
16970859,
17125584,
16742671,NARS2
16952912,LRRC2
16803640,TMED3
16775191,LINC00378
16992989,NSD1
16815372,
16715978,SFTPA2; SFTPA1
16754463,LOC105369857
17083415,
16851026,IMPA2
17074544,
16699094,LOC102723761; LOC105372909
16795215,ALKBH1
16775704,LINC00333
16996352,LOC102467147; LOC100509780
17052034,
16689490,HFM1
16961695,
16901558,GCC2-AS1
16942620,FOXP1-AS1
16729466,
17013567,TAB2
16877613,
17066299,LOC105379311
17123750,
17110934,AKAP4
16915530,MIR548AG2
17120192,
16921751,
16900096,IGKC; IGKJ5; IGK
16772350,LINC00508
16680690,HES5
16908985,AP1S3
16794467,LOC101928123
16876978,GRHL1
17059702,PEX1
17063571,
16681576,C1orf127
17007459,KIFC1
17041352,
17093567,DNAJB5-AS1
17120532,
16669696,
16838407,DNAH17-AS1
17087230,LOC105376165
16847209,TRIM37
17123862,
16876103,ZNF329
16900724,LOC100506123
16966706,
16784564,
16984408,LOC105374745; LOC100129186
16826271,
17120388,
16699003,LOC105372904
17063073,SLC35B4
16779178,MIR16-1
17121066,
16879480,LOC105374567
17125520,
16768675,FGD6
17059788,HEPACAM2
16809872,LOC101928635
16817017,PLK1
16745693,ESAM
17124590,
17120912,
17104344,STARD8
16865244,TSEN34
17120464,
16816008,
16862659,ZNF526
17012556,SMLR1
16662900,LOC101929516
16916270,PCMTD2
16699112,NSL1
16709108,MXI1
16677748,MIA3
16903491,RND3
17122018,
16921565,
16940503,ATRIP; TREX1
16827677,
16846858,
16895739,UCN
17054823,ACTB
16740546,LOC101927853
16775588,SLAIN1
16747663,MIR141
16772237,
16701896,LOC105376360
16998850,EPB41L4A
17061467,PUS7
17067513,LOC101929450
16921754,LINC01425
16854660,
16833246,TMEM132E
17098868,
16868145,KANK3
16894779,
16999206,
16989093,IL13
16982667,
17097700,LOC101928748
16918064,LOC284798
16696580,LOC102724601
16698573,PM20D1
16824907,IGSF6
16850996,SLC35G4
16924812,KRTAP23-1
16784033,LOC105370489
17020116,
17100467,ENTPD8
16660713,LYPLA2
16874514,IZUMO2
16971696,LOC102724776
17123940,
17123592,
17016797,
17126238,
16893819,
16701350,
17124696,
16713718,
16831619,
17125588,
16689371,GBP7; GBP2
16938427,
16925490,
16790026,KLHL33
16963220,SDHAP1
16687752,C1orf168
17022854,HDAC2
17018159,WDR46
16767618,
16892832,
17121888,
17005838,LINC01012
16793159,GMFB
16766653,
16759101,
16871567,ALKBH6
16740914,PC
16783033,
17105315,RPA4
16877578,TDRD15
16733985,MIR210HG
16769690,CMKLR1
17094378,LOC102724238; LOC554249
17100653,ND2
16714939,
16880579,
16692572,LOC199882; LOC101929805
16898367,
17125230,
17018963,LRFN2
16983946,
16672754,USP21
16775623,RNF219-AS1
16811577,LOC283731
16679438,
16781475,OR11H4
16950186,
16971526,FHDC1
16783368,KIAA0391
17123690,
16735930,
17123056,
17018952,
17071440,
16846081,
17058159,
16757035,CCDC63
17117622,
16975657,
16712353,
17038330,
17125292,
16800989,MIR4712
16783901,
16935620,LOC101927372
17037109,
17080042,
16980245,GYPE
16658609,LOC102724552
16703630,
16659404,
16890519,DNAPTP3
16980311,OTUD4
17016060,
16942887,
16843549,CCL14; CCL15; CCL15-CCL14
16830214,FBXO39
17110814,LOC105373195
17016663,OR2B3
17026508,
17028567,
17031348,
17033804,
17038853,
17041468,
17077284,TMEM68
16989955,IGIP
16660700,PITHD1
17096164,
16783297,LOC105370447
16674694,
16941689,
16739054,CPSF7
17124998,
16934749,RAC2
16873789,TPRX1
17122846,
16780596,LINC01232
16745635,OR10G7
16726089,
16916901,RASSF2
17123220,
16875432,LILRA3
16927767,LL22NC03-63E9.3
17035264,
17009286,LOC101929770
16987455,
16724178,SLC35C1
16964197,LOC102723763
17065060,LOC105379715
17093300,SUGT1P1
17069040,LOC105375845
16772375,
16790556,PRMT5
17087052,
16991948,TENM2
16949051,LOC105374250
16971701,LOC102724776
16910671,PSMF1
16994430,LOC105374658
16915423,
17112849,TCEAL6
17023334,NCOA7-AS1
17117730,DND1P1
17091265,NALT1
16812383,MESDC2
17044532,HOTTIP
16816102,NOMO1; NOMO2
16856216,HCN2
16704458,GPRIN2
16738345,
16952439,EIF1B-AS1
16768563,
17100087,AGPAT2
16942732,LINC00960
16774616,
16761385,KLRAP1
17057218,GCK
16947377,RSRC1
16858893,CC2D1A
16800588,
16853577,LOC105371965
17051790,EXOC4
16782548,PCK2
16993851,
16798410,SNORD115-33
17117893,
16768704,LOC105369917
16868029,
17107420,SPANXA1; SPANXA2
17114718,SPANXA1; SPANXA2; SPANXC
16984429,ZNF131
16941809,CACNA1D
16797479,IGHV4-31; IGHV3-15; IGHG1
16737536,LOC105376647
17018733,CCDC167
16875796,ZNF579
16983576,LOC105374689
17114417,ZNF75D
16942369,SNTN
17025457,PACRG-AS2
16782311,IL25
17088159,FAM225A
17124402,
17119824,
16828925,
16871102,
16671125,LELP1
16963396,
16852979,
17091065,
16959363,RAB6B
16738554,YPEL4
16973152,
17102181,
16987361,ARSK
16669347,HAO2
17002874,
16797235,
16723184,
16870916,LOC101929144
17119958,
16800980,GABPB1-AS1
16735348,RIC3
16961773,ZMAT3
16936535,SBF1
16787173,LOC283585
16908307,CXCR1
17123018,
17008384,TDRG1
16851078,LOC105371997
17065979,
16693249,THEM5
16811168,
16773119,
16734339,MIR4298
16885241,
16716150,GRID1
16781095,LOC101060553
17039209,
16860992,CD22
17095187,SPATA31B1P
16961067,LINC01192
17062799,LOC105375620
17123346,
17069890,
16895939,
17081027,CASC19
16970169,
16955484,LOC105377105
16897634,LOC105374667
16734927,TRIM5; HBG2
16690843,WDR77
16933535,XBP1
16999870,SHROOM1
16919500,RIMS4
16954707,POC1A
16855350,STARD6
17010419,SENP6
16976644,JCHAIN
16702764,
17120678,
16659856,LOC101927479
17120770,
16849923,FAM195B
16777292,
16689445,
17011274,
16879335,TMEM178A
16935432,PHF5A
16981953,LOC105377582
17004150,LOC105374870
16980918,CTSO
16883194,LOC100506123
16846029,WNT3
17122444,
16896250,LOC105374449
16783879,LOC105370478; LOC105378177
16712357,LOC101928834
16684785,FNDC5
16841577,MIR4731
17011165,MIR2113
17008005,
16945682,ACPP
16955225,ERC2
16787196,
16690067,SASS6
16911995,PAX1
16981745,LOC105377557
16754241,TPH2
16700135,JMJD4
16683541,IL22RA1
16886151,
17122342,
16722708,
16690170,
16674968,
16703703,
16729021,
17069084,LOC105375847
16757952,CABP1
16840066,ALOX15
16965482,
16703591,LOC101929236
17120478,
16868469,ZNF846
17006666,
16997062,LOC105379028
16881735,TTC31
16967071,ARL9
16767502,
16800861,LOC105370809
17085685,TJP2
16685923,EDN2
17101078,
17115847,
16769509,
16894361,YWHAQ
16830907,LOC105371520
17051439,
16912138,
16716870,TCTN3
17021946,USP45
17120848,
16865032,MIR519C
16821970,
16850956,
16757627,
16956080,LMOD3
17080063,
17082020,
17064103,
16760070,LOC100128253
16828514,KARS
16933749,HORMAD2-AS1
17043757,SCIN
16837344,ABCA9-AS1
16766701,CYP27B1
17020315,
16948146,LOC105374229
16795449,LOC102724338
16798919,ARHGAP11A
17121508,
17025215,RSPH3
17023148,MIR548B
17115729,F8
16946429,LOC646730
17121110,
16971859,LOC340017
16974378,RAB28
16857143,CCDC94
16956559,CGGBP1
16835652,LOC105371817
17064379,SLC4A2
16897340,
17058245,
17022231,LOC100422737; LOC553137
16815704,
16789827,LOC101929572
16819269,NUP93
16871839,ZNF781; ZFP30
16995155,AGXT2
16711793,
16986031,MIR4804
16876043,ZNF417
16978139,LOC105377343
16719553,LOC105378557
16979845,KRT18P54
16692566,RNVU1-17
16698407,LRRN2
16690890,FAM212B
16752172,OR6C76
16942795,
16950989,WNT7A
17093373,SNORD121A
16781248,DCUN1D2
16921769,
17013920,SCAF8; TIAM2
17100126,LCN6
16966365,LOC105374424
16790115,RNASE1
17121004,
17032900,
17040405,
16660103,ARHGEF10L
16924395,
16988537,
16949933,LINC00885
17076259,LOC105379380
16881951,REG3G
16753463,
16888085,
17001504,
16793680,
16726633,ZFPL1
17036580,
16976029,KDR
16791436,GZMH
16832231,
16968966,
16935830,SCUBE1
17004539,
16877400,LOC105373441
17012699,RPS12; SNORA33
16991797,GABRA1
16789621,
17120726,
16755101,
16782050,TRAJ37
17122172,
16745509,MIR100
17122466,
16918180,MIR663AHG
16710630,CTAGE7P
16708528,
16664680,OSBPL9
16674133,LOC105371623; LOC105371624
16693365,SPRR2C; SPRR2A
17044733,PLEKHA8
16906283,
16818545,LINC01566
16899413,EVA1A
17121584,
16707319,LINC00502
16695677,MPZ
16880119,LOC102724072
16989557,
17018289,LOC101929188
16846653,TMEM92-AS1
17036592,
16813849,
16719905,SPRN
16996605,SMIM15
17116694,IL9R
17115002,MAGEA10; MAGEA5
17114114,ENOX2
16829106,LOC400553; LOC105369246
16795467,
16975918,SGCB
17037192,
17055630,TWISTNB
16778681,LOC105370187
16761498,TAS2R13
16703563,BAMBI
16894979,HS1BP3
16995674,LOC105374736
16899801,POLR1A
16982371,
17050414,LSMEM1
16757526,TBX5-AS1
17013110,GJE1
17102453,CFAP47
17124106,
17005884,OR2B6
17107907,NSDHL
16976074,CLOCK
16942822,
16885484,LOC105373612
16852129,
17053798,
16894307,LOC100506317
16760203,LOC101929584
16697217,
16961650,SPATA16
17030840,
17039262,
17041763,
16946173,ESYT3
17023799,SLC2A12
16980386,
16871630,ZNF565
16871935,GGN
16784365,
16774581,SPERT
17094936,
16761703,
17125374,
16934166,LOC105373000
16660321,LOC105376827
17108428,PLXNA3
17122888,
16721916,AMPD3
16665214,LOC105378749
17086064,LOC105376093
16781268,ATP4B
16881569,STAMBP
17124216,
16852700,
17119114,
17046911,NCF1B
16996626,LOC101928651
16944982,
17119930,
16929918,
17079740,LOC105375674
16920544,
16778274,TRPC4
17122238,
17122516,
16662193,HPCA
17125938,
16980677,
17083580,
16681825,
16758863,LOC105370047
16669417,LOC101929178; LOC105371403; LOC105378944
17054694,
16711138,
17056980,LOC105375247
16924797,KRTAP24-1
16711987,CDNF
16828122,PKD1L3
17120358,
16712046,NMT2
17078493,TPD52
16664069,
16672027,TMEM79
16852486,
16909743,LOC105373942
17062378,SLC13A1
16848583,CD300LB
16916163,UCKL1-AS1
16700699,
17104885,FAM226B; FAM226A
16824566,KNOP1
16828583,
17114916,MAGEA8-AS1
17060970,MIR548O
16847686,CSH1
16873268,ERCC2
17123108,
16965157,
16964841,
16755103,NUDT4
16802553,RPLP1
16762686,
16818015,SNORA30
16778884,LOC105370193
16942834,LOC105377180
17117017,
16889251,SGOL2
17076372,WHSC1L1
16798140,
16856828,ZNF554
16694587,
16990294,PCDHB10
16871110,LOC105372363
17125438,
16852433,POLI
16915079,LOC105372682
16801695,C2CD4A
17069674,MCMDC2
16695135,CADM3-AS1
17123232,
16980770,DCHS2
17125224,
16986249,HMGCR
16926383,KRTAP10-1
16874214,NTF4
16819749,LOC101927605
17124068,
16805109,PRC1-AS1
16717704,
17019338,DNPH1
16951293,MIR3134
16818719,LOC105371245
16844218,GSDMB
16701361,LOC105373265; LOC105379284
16894283,MBOAT2
17122152,
16837646,TMEM104
16969412,
17092640,RNU6-14P
17065650,
17070355,
16709508,LOC101927692
17087380,ANP32B
16994693,
17030589,
17033306,
17038086,
17032402,
16716093,LOC101929574
16774994,CCDC70
17087879,
16732541,TECTA
16945925,
17052348,TMEM178B
16800871,EID1
16983463,LOC101929544
17100616,LOC101928932
16918259,DUSP15; C20orf57
16898434,
16735732,
16999238,
17122806,
16807003,LOC105370762
16875741,FAM71E2; COX6B2
16726220,
16776652,ATP11AUN
16815447,NAA60
17103614,GAGE12J; GAGE1; GAGE4
16882544,LOC102724642
17089868,LRRC8A
16757513,LOC105369993
16796150,
17044701,DPY19L2P3
16845073,HCRT
16857950,ZNF317
17117449,
16849970,ARHGDIA
17084764,NPR2
16982750,CTD-2194D22.4
16728930,PAAF1
17098698,FAM102A
17119934,
17121898,
16781345,LINC01054
16844640,KRTAP17-1
16659338,SNORA59B; SNORA59A
16832131,SNORA59B; SNORA59A
16968848,TIGD2
16821663,FOXL1
16862643,ARHGEF1
16856699,DOT1L
17108226,TMEM187
17123966,
16835513,
16958524,
16721341,CNGA4
16661063,ZNF593
16848581,
16855892,LOC102724913
16816136,
17032965,
16981077,MIR4454
17119408,
17126010,
16702369,LOC105376396
17046737,
16679764,OR2L8
16937171,SRGAP3-AS3
17125558,
16753888,
16710602,
17061843,
17019029,TREM2
16838392,PGS1
16732370,LOC105369526
16696918,
16944304,LOC105374058
16994434,DNAH5
17039199,
16865274,MIR4752
16754910,
17113070,SERPINA7
17026656,
16685031,LOC653160
16945314,LOC105374102
17094038,
17124090,
17001974,
16781997,TRDJ4
16804077,LOC105370929
17003813,
16775510,IRG1
16900174,IGKV1-39; IGKC
16974772,KCNIP4-IT1
16921646,MIR125B2
16918631,
16761811,ART4
17111093,SSX7; SSX2
17026048,
17027235,
17030082,
17032771,
17037575,
17040285,
16852615,MIR122
16860884,
17040670,
16756132,
16792416,RPL10L
16790739,CEBPE
17111674,ZC4H2
17025564,LINC00473
16955324,IL17RD
16798166,SNORD116-28; SNRPN; IPW
17124512,
16739854,
16944502,NDUFB4
16950513,
16882726,IGKV1D-33; IGKV1-33
16934338,MIR4764
16730987,LOC105369486
16871698,ZNF461
16944665,DTX3L
16818527,LOC102724928; LOC102724485
16852676,GRP
16810826,
17119208,
17119272,
16983631,
16718473,ZDHHC6
17055216,ICA1
17046212,ZNF713
16972773,TRAPPC11
16691828,LINC00328
16789400,MIR203A
16956932,ZBTB11
16965750,LOC101929199
17076063,GSR
16807931,
17065870,
17018525,CLPS
17124262,
16658135,PRDM16
16914891,
16837362,LINC01483
16721773,IPO7
16988980,P4HA2-AS1
16695463,ITLN1
16866867,MOB3A
16986844,
16848590,LOC105371892
16922212,OLIG1
16807944,CDAN1
16914935,
17023864,LOC101928304
16755028,LOC101928617
16733397,KCNJ5
16740828,CTSF
16901297,LOC105373522; LOC105373523
16813859,
17033637,
16739536,ZBTB3
17123896,
16791019,LINC00596
16968405,
16997574,HOMER1
17024753,RMND1
17118160,LOC401261
16748788,MGST1
16969799,LOC105377362
16828228,C16orf47
16946053,
16962731,LOC105374275; LOC105374276
17110946,
16832293,KCNJ12; KCNJ18
16912597,DNMT3B
17122494,
16953384,CCDC51
16686275,
16821239,CENPN
16747934,LOC101927905
17077128,FAM150A
16668220,SYPL2
16873818,CABP5
16826681,LOC105371281
16917810,LINC00261
16667760,S1PR1
17090158,
17094664,
17022588,CDK19
17120304,
17117521,LOC102723539
16963428,MFI2
16993200,
16711164,
16714767,LOC283045
16695831,
17125436,
16932844,PPM1F
16729280,
16998443,
16774938,
16888009,LINC01117
17125026,
17048751,LOC105375418
16712623,LOC105376462
16714491,MIR548F1
17088701,DAB2IP
17047772,
17057861,
16769840,SVOP
17099463,ABO
17125460,
17114433,
16913714,
16817226,KDM8
16787231,LOC105370612
16954108,BSN-AS2
17124314,
17054923,PMS2
16925442,CBR3-AS1
16873534,CCDC8
16716234,
17051793,LOC105375513
17094350,
17107055,LINC00629
16823224,LOC101929566
16905401,HOXD-AS2
16989746,LOC105379193
17083729,
16745470,MIR100HG
16675472,CFHR2
16921527,RBM11
17066220,LOC105379300
17003407,FAM153A
17039714,
16898578,GFPT1
16954900,GLT8D1
16999341,
16812997,DET1
16734040,SCT
17096457,CORO2A
16981807,LOC105377568
16981033,
17048676,DLX6
16657509,
16901324,LOC105373524
16943336,TMEM45A
16883816,
17010789,ZNF292
17047109,
17080440,LOC105375721
16797421,
16670287,
16830235,ALOX12P2
17126210,
17088122,
16947532,IL12A
16793951,
16764398,FMNL3
16681907,PRAMEF14; PRAMEF13
16862767,LIPE-AS1
16909458,LOC151475
17071733,
16689764,ABCA4
16670323,
17028495,
17031309,
17036058,
17038779,
16914956,
16857766,CLEC4GP1
16888996,
17101440,
17058288,
16888252,LOC101927156
17107518,
16942554,
16816283,MIR3179-1; MIR3179-2; MIR3179-3; MIR3179-4
16777829,
16791796,LOC105370437
16679916,LOC105377770; LOC105379248
16658265,
16668170,CELSR2
16864639,SIGLEC9
17118568,
16752128,
17079633,ANKRD46; GAPDHP62
17014245,
17026603,
16805216,ASB9P1
16803033,CLK3
16981022,
16860541,RGS9BP
16818558,LOC105371203
17123960,
16740406,
16852982,DOK6
16889842,LOC105373845
16684535,ADGRB2
16865086,MIR517C
17101984,
16754565,
16993433,MAML1
17100820,
17100824,
17110352,CXorf36
16782090,TRAJ17
16986598,
16779595,PCDH20
16801203,
16736268,KCNJ11
16701741,LOC101927762
16899892,
16911336,RNU105B
17070871,RBM12B-AS1
16736473,HPS5
16896816,THUMPD2
16815407,OR1F1
16942522,
16993743,
16682348,ATP13A2
17107505,TMEM257
17059165,HGF
16928507,LOC105372972
16999587,RAPGEF6
16942625,GPR27
16923656,KRTAP10-8
16946545,PAQR9-AS1; U2SURP
16756212,CHST11
17028984,
17031762,
16825907,MIR4519
16702798,
17086337,LOC101927552
16967177,LOC105377247
16965137,
16961370,
16709739,EMX2
16734237,
17102645,MIR3937
16787008,NRXN3
16882291,RNF181
16991669,UBLCP1
17125464,
16888104,
16963356,
16824070,LOC101927348
17120370,
17109706,EIF1AX
16734799,OR51C1P
16918466,ZNF341-AS1
16732337,LOC105369520
17019199,GUCA1B
16695578,DEDD
17118578,
16763540,SLC38A2
16823730,
17029456,
17036949,
17042197,
16799277,LOC105370781
16961610,GHSR
16772858,
16835567,
16951952,LOC105377022
16662422,
16771756,RSRC2
17047576,
17049792,
17058266,
16783389,PSMA6; KIAA0391
17065117,
16867344,LRG1
16715631,
17017748,AGPAT1; PPT2-EGFL8
16673698,FMO6P
16871072,C19orf12
17112471,HDX
16924586,
17040221,
16965756,LOC105374549
17008673,LOC401261
16721652,OR10AB1P
16746477,FAM138D; FAM138C
16800692,LOC105370802
16750447,LOC105369748
16719506,CLRN3
16782112,TRAJ5
16867905,MBD3L4
16863266,KLC3
16935961,KIAA0930
16976226,
16896534,
17125208,
16715577,MYOZ1
16677256,
17079414,
17118834,
16886625,GALNT13
16729548,RPS28
16798262,SNORD115-3
16670081,CHD1L
16878699,LCLAT1
17123932,
16667427,LOC100996635; LOC101928219
16867378,DPP9
16792943,LOC102723604
17125320,
16758869,
16967875,PARM1
16754723,LINC01490
16850806,MTCL1
16765284,AAAS
16853580,DLGAP1
16915231,VAPB
16761807,SMCO3
16729168,DGAT2
16775799,
17016446,
16809228,CYP19A1
17121160,
17121762,
16823365,NLRC3
17021188,PGM3
17056328,NOD1
17098594,ENG
17125538,
17018215,TAPBP
17094315,ANKRD20A7P
16808046,EPB42
16692636,HIST2H2AB
16954502,TMEM115
17105284,DIAPH2
16887972,HOXD4
16901616,
16937722,
16939549,LOC105377041
16846441,LOC100288866
16959320,BFSP2-AS1
17085439,
16796438,LOC105370641
17080786,MIR548D1
16733602,
16934140,PRR14L
17004461,LOC105374895
16961464,
16942635,LOC105377157
16927025,
16866641,
16658312,KCNAB2
16920873,
16821966,LOC100287036
16731554,LOC102724165
16668517,SLC6A17
16912140,ENTPD6
16812322,
16741584,
16798280,SNRPN
17048572,
16772197,DHX37
16677361,RPS6KC1
16866139,ZNF586
17050746,ANKRD7
16840696,SOX15
17123326,
17118552,
16983624,
16735524,ASCL3
16668147,
17081106,GSDMC
17002402,SLU7
16732656,
16989613,LOC100130172
16764461,FAIM2
16760327,
16740701,
17074371,SPAG11B
16984284,
17122802,
16812245,CTSH
17008176,
16819743,
17040387,
16770701,
16793623,SIX4
16766862,
16854243,
16772544,
16905007,
16666091,ZRANB2-AS2
16693291,TCHH
17107550,FMR1NB
16877149,
16914117,PABPC1L
17102327,MAGEB2
17122988,
16806564,MTMR10
17088300,ZNF618
16838116,MFSD11
16801400,CGNL1
17085139,
16703635,
16777536,AMER2
16683620,
16889559,
16738622,LOC105369313
16873183,ZNF180
17119162,
16917625,C20orf78
16869492,MIR27A
17125768,
16854924,
17027575,
17120712,
16854232,LOC105372019
16789253,
16994104,
17018110,RXRB
16775030,TPTE2P3
16713144,ITGB1; SNORA86
16686458,CCDC163P
17117680,
16735846,ZBED5
16952458,
17122696,
16790456,TRDV3
17002750,LOC105377725
16825377,SULT1A2
16896467,SULT6B1
16830202,XAF1
16935204,APOBEC3B-AS1
16911125,LINC01433
16701418,KIF28P
17023049,
16699669,LOC105373025
16721011,TSSC2
17080379,
16917218,LOC101929413
16855436,LOC105372133
17082001,CYP11B2
16794888,ACYP1
16896934,LOC105374569
16734793,OR51E2
16982418,
16938034,NR2C2
16917259,LOC105372532
16843131,CRLF3
16809319,LOC105370817
16733660,ACAD8
16759054,
16853817,LOC102724397
16840568,PHF23
16958014,GOLGB1
16728389,CTTN
16744521,
16975170,
16883935,
16787532,
16685743,OXCT2
16912418,TTLL9
16698165,
16657938,GABRD
17095683,LOC105376145; LOC100507103
16723546,CAT
16797340,IGHE
16738599,OR1S2
17114320,MIR450A1
16725608,TMEM216
17062941,MIR29A
16927710,VPREB1
17125680,
17073011,
17017170,
16885546,PTPN18
16788675,
16979779,
17103626,GAGE2D; GAGE2B; GAGE2E; GAGE2C; GAGE12I; GAGE8; GAGE7; GAGE2A; GAGE4; GAGE12F; GAGE12D; GAGE13; GAGE5
16801035,AP4E1
16968237,LINC01094
17074105,
17051914,AGBL3
16968529,PTPN13
16748711,PTPRO
17091308,LOC100128593
16727392,
16993185,
16966708,USP46-AS1
16998633,LOC101930276
16738919,LOC105369325
17125754,
16878220,LOC105374363
17094766,TRPM3
16725829,SCGB1D1
16785512,LOC105370539; LOC105370540
16785476,LOC100506321
16951644,MIR4442; TOP2B
16783614,LOC102723516
16728857,PLEKHB1
16736224,SNORD14A
16764500,RACGAP1
16942919,HTR1F
16992755,LOC105377748
16803489,
16659612,CTRC
17081224,ADCY8
17121246,
16933760,LIF
16844999,DHX58
16669288,WDR3
17065981,
16911432,SLX4IP
16876487,LOC105373352
17016486,HIST1H2BL
16893794,LOC105373356
17097790,LOC102724929
16876060,ZNF256
16980688,LOC105377490
16701185,CEP170
16808399,
17012936,
16947337,LINC00881
17069170,LOC286178
16829835,ARRB2
16982853,LOC105374629
16760981,M6PR
16788628,SNORD114-6
17027801,
17033344,
16943254,CMSS1
17001958,LOC100652758
16919508,TOMM34
17010395,
16664470,
16988625,
16879408,EML4
16935505,SHISA8
16985208,LRRC70; IPO11
16789258,KLC1
17052935,OR2A9P; OR2A20P
16912068,CSTL1
16695010,
16898348,LOC105374768
16749227,MIR920
16971014,
17107257,ADGRG4
17114807,MIR514A2; MIR514A3
17114809,MIR514A2; MIR514A3
16987591,LOC101926893
16772510,
17121314,
16924380,
16821639,
17055861,
16711723,
16769770,SELPLG
16922045,
17119302,
17120714,
16751687,ZNF740
16990261,PCDHB3
16865259,RPS9
16798162,SNORD116-13
16927812,IGLV3-16
16935836,EFCAB6
17123812,
17125060,
16675227,ERVMER61-1
17099400,
16661792,MATN1-AS1
17019831,MUT
16817204,HS3ST4
17094874,
17111883,CXorf65
16815070,MIR4717
16711404,LOC105376380
16987631,CTD-2151A2.1
17123506,
17084723,CA9
17122638,
16982763,
16687580,LOC105378734
16682689,LOC100506730
16881441,EMX1
16870873,LOC105372331
17034731,
16910876,C20orf141
16973556,FAM53A
16825592,HIRIP3
16774402,
16798204,IPW; SNRPN
16963094,
17008226,DNAH8
16971785,
17096580,ERP44
17104519,
17002879,NKX2-5
16879061,
16767596,
17057329,DDX56
16835433,LOC105371809
17120744,
17120686,
16852380,
16988611,
16820164,LOC101927837
16795908,CATSPERB
16744477,MIR4301
16997126,
17111786,AWAT2
16822035,DPEP1
16725172,MS4A2
16877225,LPIN1
17003815,TBC1D9B
16838085,PRCD
16847719,CD79B
17023658,MOXD1
16956749,FILIP1L
16977711,MAPK10
16840898,BORCS6
16778713,TPT1
16813642,
16855300,
17009478,
16738619,OR5B12
17067775,LOC105379364
17106970,FAM45B; FAM45A
17066561,POLR3D
16991296,GRIA1
17025440,PARK2
16876933,LOC101929643
16956613,MTRNR2L2; MTRNR2L12
17124138,
16757324,OAS1
16943328,LNP1
16693350,SPRR2D
16808066,TGM5
16789681,MTA1; TEX22
16924390,MIR548X
16811002,LOC102723493
16779627,LINC00376
16990389,RELL2
16855065,IER3IP1
16752888,GLI1
17013126,ADGRG6
16884020,SULT1C3
17122592,
16661776,
16871156,
16839683,OR3A2
16717245,LINC00866
16860252,
16828251,LOC283922
16808522,PATL2
16826444,SNX20
17125548,
17116355,LOC105377221
17117092,LOC105377221; LOC105377222
16725019,GLYATL1
17003065,CLTB
16677977,DNAH14
16710344,FAM175B
16742309,MAP6
16843288,AA06
17079096,LOC102724710
16909822,
16755988,STAB2
17000840,
16720799,LINC01150
16925139,
17123070,
16866036,ZNF749
16986935,
17008412,NFYA
17035827,
16961747,
16874023,NTN5
16956250,
16807006,
16669116,
17054563,GRIFIN
16807683,
17024359,
17008592,
16692362,GJA5
16997010,GTF2H2
16794030,PIGH
16685839,
17063767,TRBV6-9
17084159,
17044637,LOC100506497
16783602,SSTR1
16819033,
16711167,LINC00700
17122704,
17013769,
17011170,LOC101927335
16731589,PAFAH1B2
17117920,LOC441956
17118440,
17017734,PPT2-EGFL8; PRRT1
16822548,NARFL
16769227,NUP37
17036208,
16828933,LINC01081
16661435,LOC105376892
16901790,
16922807,
17056244,
16720991,CARS-AS1
17045484,
16928619,LOC100507657
17121836,
16845567,ASB16-AS1
16954705,LINC00696
17056000,
16863091,PVRL2
16936923,
